claim_id,date_claimed,actor,country,actor_category,claim_verbatim,topic_tag,platform,post_url,archived_url,verdict,verdict_source,source_url,source_date,views,reposts,likes,platform_corrected,claim_status,electoral_political_impact,notes
US::MG_0005,2023-03-03,Marjorie Taylor Greene,United States,Primary,Zelenskyy said he wants America's 'sons and daughters to go die in Ukraine.',foreign policy,Rally speech (CPAC),,,False,PolitiFact,https://www.politifact.com/factchecks/2023/mar/03/marjorie-taylor-greene/marjorie-taylor-greene-distorts-zelenskyys-comment/,2023-03-03,,,,no,fact-checked,Zelenskyy's actual statement was about NATO mutual-defence obligations if Russia invaded a NATO member country — he did not say he wanted Americans to die in Ukraine.,Verified directly at PolitiFact URL.
US::MG_0006,2023-07-18,Marjorie Taylor Greene,United States,Primary,"Prosecutor Jack Smith ""only targets Republicans.""",other,X/Twitter,,,False,PolitiFact,https://www.politifact.com/factchecks/2023/jul/21/marjorie-taylor-greene/fact-check-marjorie-taylor-greene-said-jack-smith/,2023-07-21,,,,no,fact-checked,During Smith's tenure as DOJ public corruption chief two Democratic senators — John Edwards and Bob Menendez — were charged. Claim rated False.,Verified directly at PolitiFact URL.
US::MG_0007,2023-02-01,Marjorie Taylor Greene,United States,Primary,Illinois received about $5.1 billion at an elementary school there that used it for equity and diversity.,other,House Oversight Committee hearing,,,False,PolitiFact,https://www.politifact.com/factchecks/2023/feb/03/marjorie-taylor-greene/51-billion-for-one-schools-diversity-program-marjo/,2023-02-03,,,,no,fact-checked,The $5.1 billion was federal pandemic aid distributed to all Illinois schools statewide; it was not sent to one school nor used solely for equity and diversity.,Verified directly at PolitiFact URL. Claim made during House Oversight hearing on COVID-19 spending.
US::MG_0008,2022-02-19,Marjorie Taylor Greene,United States,Primary,Ukraine was the No. 1 donor to Hillary Clinton when she was running for president.,foreign policy,Rally speech,,,False,PolitiFact,https://www.politifact.com/factchecks/2022/feb/22/marjorie-taylor-greene/marjorie-taylor-greene-falsely-claims-ukraine-was-/,2022-02-22,,,,no,fact-checked,Clinton's 2016 campaign filed no donations from Ukraine or Ukrainian nationals. The Clinton Foundation confirmed it has never received funding from the Ukrainian government.,Verified directly at PolitiFact URL. Made at America First Rally in The Woodlands TX on Feb 19 2022.
US::MG_0009,2022-04-04,Marjorie Taylor Greene,United States,Primary,"Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney 'are pro-pedophile.'",other,X/Twitter,,,Pants on Fire,PolitiFact,https://www.politifact.com/factchecks/2022/apr/06/marjorie-taylor-greene/greene-twists-logic-and-facts-pedophilia-charge-ag/,2022-04-06,,,,no,fact-checked,Claim arose in context of three Republican senators supporting Ketanji Brown Jackson's Supreme Court nomination. PolitiFact found all three had track records opposing child exploitation.,Verified directly at PolitiFact URL.
US::MG_0010,2021-07-20,Marjorie Taylor Greene,United States,Primary,"Your first question is a violation of my HIPAA rights. You see, with HIPAA rights, we don't have to reveal our medical records, and that also involves our vaccine records.",vaccines,Press conference,,,False,PolitiFact,https://www.politifact.com/factchecks/2021/jul/21/marjorie-taylor-greene/marjorie-taylor-greene-says-hipaa-shields-her-vacc/,2021-07-21,,,,no,fact-checked,HIPAA only restricts health care providers and insurers; it does not bar reporters or employers from asking about vaccination status. Multiple legal experts confirmed the claim is incorrect.,Verified directly at PolitiFact URL. Said at press conference July 20 2021 when asked about vaccination status.
US::MG_0011,2021-08-09,Marjorie Taylor Greene,United States,Primary,The FDA should not approve the covid vaccines. There are too many reports of infection & spread of #COVID19 among vaccinated people. These vaccines are failing & do not reduce the spread of the virus & neither do masks.,covid/health/vaccines,X/Twitter,,,False,PolitiFact,https://www.politifact.com/article/2021/aug/11/examining-false-claims-got-rand-paul-marjorie-tayl/,2021-08-11,,,,yes,fact-checked,Twitter suspended Greene's account for one week under its COVID-19 misleading information policy (4th violation). Multiple public health experts told PolitiFact vaccines were highly effective at preventing severe illness and death.,PolitiFact article directly quotes and examines the Aug 9 2021 tweet. Twitter enforced 7-day suspension. Sourced as misleading by Twitter platform label.
US::MG_0012,2025-03-25,Marjorie Taylor Greene,United States,Primary,"On PBS, 'they now have drag queen storytime instead of good old Sesame Street.'",other,TV interview (Newsmax),,,False,PolitiFact,https://www.politifact.com/factchecks/2025/apr/01/marjorie-taylor-greene/rep-marjorie-taylor-greene-is-wrong-sesame-street/,2025-04-01,,,,no,fact-checked,"Sesame Street's 55th season continued airing on PBS. The drag queen segment was a 2021 digital project by a local NYC PBS station for the NYC Dept of Education — never nationally distributed. PBS CEO confirmed the segment ""was not intended for national distribution"" and ""was never broadcast.""",Verified at PolitiFact URL (published April 1 2025). Claim made on Newsmax March 25 2025 before House DOGE hearing on PBS/NPR funding.
US::MG_0013,2018-11-01,Marjorie Taylor Greene,United States,Primary,"[Speculated in a Facebook post that a laser beam from space may have started the Camp Fire in California, linking PG&E, the Rothschild family, and a proposed high-speed rail project.]",conspiracy,Facebook (deleted post),,,False,PolitiFact,https://www.politifact.com/article/2021/feb/02/what-rep-marjorie-taylor-greene-has-said-about-ele/,2021-02-02,,,,no,fact-checked,The Camp Fire (2018) killed 85 people. Cal Fire attributed the blaze to electrical transmission lines. Greene's deleted Facebook post was reported by Media Matters. PolitiFact describes the theory as bogus.,Date approximate (YYYY-MM-01); post made in November 2018. REVIEW: post invokes Rothschild family — antisemitic trope noted by SF Chronicle and Forbes. PolitiFact rates claim bogus in 2021-02-02 round-up.
US::MG_0014,2017-10-01,Marjorie Taylor Greene,United States,Primary,"[In an October 2017 article, speculated whether the Las Vegas massacre was orchestrated as part of a plot to dismantle Second Amendment rights, writing: 'Now there is another source that says that could be the very motive of the Las Vegas Massacre.']",conspiracy,Online article (American Truth Seekers),,,False,PolitiFact,https://www.politifact.com/article/2021/feb/02/what-rep-marjorie-taylor-greene-has-said-about-ele/,2021-02-02,,,,no,fact-checked,The FBI closed its Las Vegas investigation in January 2019 finding no clear motive and no evidence of a Second Amendment conspiracy. 58 people were killed in the October 1 2017 shooting.,Date approximate (YYYY-MM-01); article published October 2017. PolitiFact describes the theory as bogus in 2021-02-02 round-up.
US::MG_0015,2018-05-01,Marjorie Taylor Greene,United States,Primary,"[In a Facebook comment on the Parkland school shooting, agreed with another commenter who called it a false flag event, writing 'Exactly' and suggesting the school resource officer was 'paid to do what he did and keep his mouth shut since it was a false flag planned shooting.']",conspiracy,Facebook (deleted post),,,False,PolitiFact,https://www.politifact.com/article/2021/feb/02/what-rep-marjorie-taylor-greene-has-said-about-ele/,2021-02-02,,,,no,fact-checked,The Parkland shooting killed 17 students and staff on February 14 2018. PolitiFact named false-flag smears of Parkland its 2018 Lie of the Year.,Date approximate (YYYY-MM-01); post made in May 2018 and later deleted. Greene subsequently told Congress in 2021 that school shootings are real.
US::MG_0016,2018-11-01,Marjorie Taylor Greene,United States,Primary,"[In a Facebook post speculated that: 'It's odd there's never any evidence shown for a plane in the Pentagon' in reference to the September 11 2001 attacks, and separately promoted the theory that MS-13 gang members working for the Obama administration murdered DNC staffer Seth Rich.]",conspiracy,Video/Facebook,,,False,PolitiFact,https://www.politifact.com/article/2021/feb/02/what-rep-marjorie-taylor-greene-has-said-about-ele/,2021-02-02,,,,no,fact-checked,Visual and forensic evidence confirms American Airlines Flight 77 struck the Pentagon on 9/11. Seth Rich's murder remains unsolved; DC Metro Police described it as a likely botched robbery. No credible evidence links MS-13 or the Obama administration to his death.,"Date approximate (YYYY-MM-01). Both claims documented in PolitiFact 2021-02-02 round-up. Greene later stated in a 2021 House floor speech: """"9/11 absolutely happened. I do not believe that it's fake."""""
US::MG_0017,2021-08-09,Marjorie Taylor Greene,United States,Primary,COVID-19 is not dangerous for non-obese people and those under 65.,covid/health,X/Twitter,,,False,PolitiFact,https://www.politifact.com/factchecks/2021/jul/21/marjorie-taylor-greene/marjorie-taylor-greene-says-hipaa-shields-her-vacc/,2021-07-21,,,,yes,fact-checked,This tweet resulted in a 12-hour Twitter suspension per the HIPAA fact-check article's background. COVID-19 caused severe illness and death across all age groups; children and healthy adults were also hospitalised and died from the disease.,Tweet preceded the HIPAA press conference. PolitiFact's HIPAA fact-check (2021-07-21) references the prior tweet that led to the 12-hour ban. Separate claim from the August 9 vaccines-failing tweet.
US::MG_0018,2020-12-29,Marjorie Taylor Greene,United States,Primary,"202,377 more votes cast than voters voting in Pennsylvania!",elections/voter fraud,X/Twitter,,,False,PolitiFact,https://www.politifact.com/article/2021/feb/02/what-rep-marjorie-taylor-greene-has-said-about-ele/,2021-02-02,,,,no,fact-checked,State officials and the Associated Press confirmed there were fewer votes cast than registered voters in Pennsylvania. The figure cited by Greene was traced to a data error by a Republican state legislator.,"Rated as wrong/false in PolitiFact 2021-02-02 round-up. Associated Press also debunked the figure (AP: """"There were not more votes than voters in Pennsylvania"""" Dec 29 2020)."
US::MG_0019,2022-07-05,Marjorie Taylor Greene,United States,Primary,Says an image shows the Highland Park shooting suspect 'in jail or rehab or a psychiatric center' before the shooting.,conspiracy/crime,X/Twitter post,,,False,PolitiFact,https://www.politifact.com/factchecks/2022/jul/05/marjorie-taylor-greene/marjorie-taylor-greene-shared-edited-image-highlan/,2022-07-05,,,,Unknown,fact-checked,,"PolitiFact found the image was demonstrably doctored; a digital forensics expert confirmed ""clear signs of manipulation."" AP Fact Check independently verified the image was fabricated."
US::MG_0020,2021-02-05,Marjorie Taylor Greene,United States,Primary,"'I was present [in] the chamber unlike A — Representative Ocasio-Cortez — who feigned her outrage with yet another fabrication, just another fabrication that circulates widely.'",conspiracy/jan 6,Press briefing,,,Four Pinocchios,Washington Post Fact Checker,https://www.washingtonpost.com/politics/2021/02/06/ocasio-cortezs-recounting-jan-6-riot-was-not-hoax/,2021-02-06,,,,Unknown,fact-checked,,"WaPo's video team found no evidence Greene was on the House floor that day. AOC never claimed to be in the Capitol chamber — she was in her Cannon House Office Building office, not the Capitol itself."
